,track_id,F0final_sma,voicingFinalUnclipped_sma,jitterLocal_sma,jitterDDP_sma,shimmerLocal_sma,logHNR_sma,audspec_lengthL1norm_sma,audspecRasta_lengthL1norm_sma,pcm_RMSenergy_sma,pcm_zcr_sma,audSpec_Rfilt_sma[0],audSpec_Rfilt_sma[1],audSpec_Rfilt_sma[2],audSpec_Rfilt_sma[3],audSpec_Rfilt_sma[4],audSpec_Rfilt_sma[5],audSpec_Rfilt_sma[6],audSpec_Rfilt_sma[7],audSpec_Rfilt_sma[8],audSpec_Rfilt_sma[9],audSpec_Rfilt_sma[10],audSpec_Rfilt_sma[11],audSpec_Rfilt_sma[12],audSpec_Rfilt_sma[13],audSpec_Rfilt_sma[14],audSpec_Rfilt_sma[15],audSpec_Rfilt_sma[16],audSpec_Rfilt_sma[17],audSpec_Rfilt_sma[18],audSpec_Rfilt_sma[19],audSpec_Rfilt_sma[20],audSpec_Rfilt_sma[21],audSpec_Rfilt_sma[22],audSpec_Rfilt_sma[23],audSpec_Rfilt_sma[24],audSpec_Rfilt_sma[25],pcm_fftMag_fband250-650_sma,pcm_fftMag_fband1000-4000_sma,pcm_fftMag_spectralRollOff25.0_sma,pcm_fftMag_spectralRollOff50.0_sma,pcm_fftMag_spectralRollOff75.0_sma,pcm_fftMag_spectralRollOff90.0_sma,pcm_fftMag_spectralFlux_sma,pcm_fftMag_spectralCentroid_sma,pcm_fftMag_spectralEntropy_sma,pcm_fftMag_spectralVariance_sma,pcm_fftMag_spectralSkewness_sma,pcm_fftMag_spectralKurtosis_sma,pcm_fftMag_spectralSlope_sma,pcm_fftMag_psySharpness_sma,pcm_fftMag_spectralHarmonicity_sma,mfcc_sma[1],mfcc_sma[2],mfcc_sma[3],mfcc_sma[4],mfcc_sma[5],mfcc_sma[6],mfcc_sma[7],mfcc_sma[8],mfcc_sma[9],mfcc_sma[10],mfcc_sma[11],mfcc_sma[12],mfcc_sma[13],mfcc_sma[14],genre,name,tags,artist,energy,valence,emotion
0,TRACOHF128F1498509,89.62183882276369,0.7464589621061415,0.051129533189302405,0.05712753611322764,0.12208513005278038,-9.950006984362217,3.588154525,1.0992621874032042,0.17883881547696928,0.06432083300567423,0.13378175446361817,0.28086399712583443,0.4341725168591455,0.5950458172830441,0.7319222857142857,0.8595368553170895,0.966106848411215,1.0375376411749,1.1090407246495328,1.1902162934779705,1.2685123913651535,1.354961218628171,1.3942273899299067,1.4297941371728973,1.4732651491555409,1.5139173919659543,1.5572407358978637,1.568190103981976,1.581027265724299,1.5656747549799737,1.4900168621094791,1.3572757955440589,1.1853510886181575,1.0011271934646195,0.8237072657943926,0.6783033663484647,4.561837511423565,2.021857010782043,240.4157693931909,518.967445057076,1087.757375156876,2116.56437070761,1.753739918858478,907.3009879339119,4.129156270727637,1967358.501700267,4.760604614740053,53.09217196615487,-1.675642209003338,0.7016500588571427,4.058661398760681,13.78627743538618,8.498048438392322,12.52678781560524,0.8617957922558944,4.310160586737049,-2.2712922736511683,2.1670740486607145,-3.337274939533044,2.1826926953508847,-1.078541981438251,-2.8790343864259014,-2.5128798781154873,-0.6362730017981308,-1.250097960838785,Blues,Chevrolet,"blues, blues_rock",Taj Mahal,0.839,0.945,Joy
1,TRADWSG128F4259317,101.76931369325769,0.7581191565053405,0.07116941044352469,0.07762412167367991,0.1380945644863952,-4.7860097718929575,3.126098971955941,1.0881952330073432,0.1879236280620828,0.06441392758140854,0.1470345569616155,0.2922483302753672,0.4604570756809079,0.6032202244659546,0.7399952766822431,0.8595713723297731,0.9647456064919895,1.0380376173531376,1.0968006555307077,1.165821542376502,1.2584507723531377,1.2889435307810413,1.3509659406408545,1.3994824024165553,1.4457223446562082,1.484269528394526,1.5363668005307076,1.5646079445026704,1.5662554846194927,1.526054860697597,1.4707538895093457,1.3538837403671562,1.1838865761081443,0.9856175011748999,0.8181342362983978,0.6917483141288385,2.75566621953271,1.9792641677119158,237.33001381542056,507.68335653204275,1059.9951636748997,2085.5295345160216,1.6968886136381842,922.4931100764353,3.7293591837449935,3287411.6875370494,6.005746842434912,95.08826508611482,-1.895738926266355,0.7287010126465288,3.2128504587299735,19.1308323459012,1.9617901297008344,5.6232559385954595,9.904351958239989,-0.2866807029424532,8.946024275344191,4.7528866599517015,0.38547658783528044,1.3501221899832774,-2.8074660134968625,1.422198297152737,-0.11032207723247675,-0.41329803315697594,-1.6942241602164219,Blues,Junco Partner,"punk, reggae, post_punk, ska",The Clash,0.769,0.961,Joy
2,TRAELUY128F93147BA,150.32288080674232,0.7825076362149532,0.0625358293715287,0.06652918890840354,0.1603675206004339,4.3321570203227635,1.9967606339285717,1.0861352985881174,0.1167209089616155,0.05296505203341122,0.14734641583678237,0.3042287682476636,0.47207920221295063,0.61312884811749,0.7553026756341789,0.8728463888117489,0.9781625355106809,1.043699668628171,1.0894107109379174,1.1866583923898533,1.254287762933912,1.331669973454606,1.3821599529405872,1.449729505804406,1.5422034699666223,1.5192207969859812,1.5135340607343126,1.6208187994692924,1.560996847176235,1.5010794959946594,1.4102352822329771,1.2895500799666222,1.1057531724332443,0.9260294713684913,0.756089829042056,0.6132957045994659,2.623554893497664,0.3567805111113151,213.1854194676235,308.6473708077437,580.9173313651536,1306.3668241321761,0.8334232921028037,649.4887892192924,3.2199199200600797,2155203.7557343123,8.216433440744327,115.27503355620827,-0.8093390904053405,0.5511385221862483,1.9685554028544727,19.31104190124499,10.558574929850534,10.713729248098064,3.970645729823164,-8.204798540862651,4.514754915584112,-7.162239831375534,6.832712156202937,0.7381336050991991,5.858106251801069,-1.4626424811020695,-2.1850690239117223,-4.57386519084713,-0.4829863538551536,Blues,Chitlins Con Carne,"jazz, blues, guitar",Kenny Burrell,0.312,0.846,Pleasure
3,TRAHVWB128F9308FB0,153.34775895427236,0.7261623477937249,0.04536010524569425,0.03975141920657878,0.07885577342923898,-35.49800572795421,4.518333704873164,1.023204618564753,0.18989565485914556,0.06490374671161549,0.13511501246094793,0.28093252073765024,0.4334137511014686,0.5708759975233645,0.6854327351034712,0.785994004182243,0.8739449436882508,0.9527395941255006,1.0283619972096127,1.0830477276001336,1.1357688111949267,1.1990759258878505,1.2645340739018691,1.3113930573798398,1.3583217272429906,1.4217137211849133,1.4644119349365818,1.4819689050867824,1.4897680541622165,1.4884513481041386,1.4146555799299065,1.2815141622429906,1.1165601861214953,0.9398222109979973,0.7757246536849132,0.6297774826568758,3.714889228865154,3.7750177905507343,390.5204987656876,717.0690806408544,1357.5548990487316,2244.671117249666,1.8082110388251003,1052.40535929239,4.7167121576101465,1455921.428538051,3.4698022243437916,26.78765633871829,-1.641835996692256,0.8480140937449934,4.627712514516022,15.029972591086448,-5.92898035916532,2.3779769115862486,-1.9925123151722628,-2.665233883176609,-2.156771280386983,1.8859333888178238,1.3264129122451935,0.30942558929249453,-1.2973025728177905,2.4113530589841123,4.115494606148197,1.5607932044045392,0.7518770184319091,Blues,Shake Your Moneymaker,"classic_rock, blues, 60s, blues_rock",Fleetwood Mac,0.937,0.934,Joy
4,TRAJGIO128F92E84BC,233.54354588918557,0.7722650312449932,0.07861592314774032,0.07926010154633512,0.11274601054373833,-6.347197807776703,2.867114776869159,1.0613686375,0.10927822451335113,0.05068587304606142,0.13689345223564753,0.2825650035146863,0.4386663188351134,0.5736333928671562,0.6968433007242992,0.7939978716321763,0.8744733793858478,0.9525088267189586,1.033494873968625,1.1080145525233644,1.1606783614686247,1.224643714736315,1.2689219900634179,1.34388042870494,1.415338181929239,1.478526202703605,1.5267987051568759,1.5701785011949265,1.5896195963718291,1.5953515909979972,1.5181281878437916,1.356869558521362,1.1912145496862483,0.9917361296061414,0.8170427706708945,0.6555651549265687,1.6191205198387852,1.941602336600868,528.2726284946596,740.1164171528706,1055.9415178905206,1625.3208052436582,0.8527526141388518,914.8774351869158,4.076046208845127,636915.4043311081,4.013721816335113,47.090073079873164,-0.567818580941255,0.7791531628971963,1.9107314430280373,19.91143040413885,-10.036127726991689,0.7025836909183912,-10.959594192240653,5.67267944162817,-14.412432988920896,0.4788060102717625,-9.49603601957983,-6.5017184923342795,7.711100751786716,2.0184436940604806,-2.938682126768725,-4.454578483882176,-1.1098735140228302,Blues,How Many More Years,"blues, guitar",Howlin' Wolf,0.738,0.532,Joy
5,TRAOPNA128F427E83F,150.57949215954605,0.7822354382309745,0.08124029577876168,0.0884802407953972,0.16645207482329774,2.441854272175234,1.900496552616822,1.131143731345127,0.07320590940483979,0.04252735080807743,0.13740776008110814,0.2880900857686916,0.45226709409212285,0.5928181983878505,0.7081463923531375,0.8249114079606141,0.9090654892656875,0.9863200411982643,1.069930814445928,1.1477462021261682,1.213806337903872,1.267105582696929,1.3730459926769023,1.4804062416255006,1.5330255736415217,1.5809723560146862,1.63815871956275,1.704978872396529,1.7561534805206942,1.706205149936582,1.6040934711515356,1.452820675924566,1.279626551128171,1.1020601689419227,0.8868012040220294,0.7137731504205609,1.234330836408645,0.6281185348056075,350.68838533044055,541.1235487249667,895.4295514886514,1513.4478156008013,0.634414339355474,746.7595761181576,3.865460581642189,711708.6607486649,4.828823982538818,101.18378738775033,-0.3040743993735648,0.6417186929005341,0.8763863112263351,26.029132612730308,-7.029902166304539,7.341346784583312,-14.32852496817902,-2.40253858679733,-12.79629785672163,-10.250335982474798,-11.595082554045895,-17.10149760723253,-9.250441514603471,-2.053057649886515,-10.28815613364084,-2.4445268255895196,-4.463499700253385,Blues,Empire State Express,blues,Son House,0.445,0.683,Pleasure
6,TRAQGFP128E078FAB6,328.28162811782374,0.7759326729539385,0.05655733054816422,0.05626388404129005,0.11110475352610147,-12.913792275838608,4.119242959646194,1.0102730674899867,0.1327385936048064,0.09710907073230973,0.1341032189796395,0.2797844616401869,0.42886043691255,0.5681014324365822,0.6903249912316421,0.7932165884979973,0.8676960308678239,0.9424049198497998,1.0091065866288385,1.0961013996829105,1.1442388491355142,1.2053644480140187,1.2464991877703606,1.2980755795427237,1.344028697132844,1.3938244144459278,1.4294503157109482,1.4681949702069423,1.4860838809379173,1.4687489909479305,1.4055686282343123,1.248352474165554,1.0796090297196261,0.9026764566722296,0.7388184350667557,0.5978653291321763,1.892326634194259,2.7803051169392528,673.854138411215,1120.938825787717,2346.0745852603472,3590.5634002303073,1.1333343504672897,1673.8386042957277,5.068430243324432,2341889.213261015,1.949444038781709,9.13931673100801,-0.7495296247730308,1.190222374459279,2.658671060413885,4.093909861720828,-6.007930271240988,7.476173435898296,-12.373750399411882,-3.1163587502323096,-3.9836951070340296,-4.990573147992657,0.2790303613491488,4.935177154039853,10.554286488083111,6.816119084685915,-9.096235871193525,-7.591633264740987,-6.94695292427747,Blues,Rollin' And Tumblin',"rock, classic_rock, blues, 60s, psychedelic_rock, cover, blues_rock",Cream,0.892,0.158,Anger
7,TRARJEK128F930B3AA,75.65807891088117,0.7217244224966622,0.04283373955692376,0.04130213107906929,0.10023692257566755,-22.047059541138182,3.266664576802403,1.0195906947897195,0.13929687653938583,0.06401026516221629,0.13178916892222964,0.2780734267256342,0.4308881320660881,0.5669612420761015,0.690461191712283,0.7899295385013351,0.8816510159312416,0.945957067810414,1.012809261712283,1.0841494911615488,1.137337042209613,1.2047650471728972,1.2583317478905207,1.3201362021461949,1.3685205535547398,1.4175262684312417,1.4612838238184247,1.4880716587349798,1.4955045867857142,1.4705731223464618,1.3996869764252335,1.269903026652203,1.1066991107343125,0.9283483463384512,0.7617502186515355,0.6082506904138851,1.5594260202279706,1.5040105427433246,151.57094171662214,437.0128599325767,1070.589269122163,2116.3008355674233,1.293486757870494,867.916498748331,4.185306089719626,1805484.4058411215,4.0456081810280375,30.802339106174898,-0.9001960922596796,0.6684329604138851,1.683606220016689,12.490015796308413,0.8091140748960748,10.719782592065755,7.67192132040187,3.9285357407089787,-1.1446116594374165,-3.4147215850693593,3.9602308758675573,7.156044029185296,4.005344360761281,6.8246203246058075,4.468344051838885,-1.694268851542056,4.686054690026436,Blues,Couldn't Stand The Weather,"blues, guitar, blues_rock",Stevie Ray Vaughan,0.6,0.538,Joy
8,TRATLTV128F92FC979,89.64405695327102,0.7574522948598129,0.046448615608976965,0.043114456976176566,0.10501677304640855,-4.4329074932883845,2.5983338411748997,1.0415449943758344,0.11354530279736315,0.06285049252803739,0.13150120225801068,0.28165580367122833,0.4360941701068091,0.5764479636248331,0.7016205687950601,0.8050412884846462,0.8919117817456609,0.9765229273130841,1.0438044287850468,1.1104286610447263,1.1753500749365822,1.2322678199799733,1.2813069770927903,1.3262231603304406,1.3731926647997328,1.4459413481742325,1.4737618978838452,1.5080415022563418,1.5218855345761015,1.4989366566622164,1.4234921181241655,1.2962781169993325,1.1395864373064084,0.9686147623898531,0.807151598377837,0.6531103971929239,1.4543940833177236,0.5188853464786047,185.46153960881176,339.5288781875835,878.6495615487316,2230.933758080774,1.0230194069736316,823.4783556441921,3.9332581862483313,2016491.1048140854,4.114633379495994,33.73677192820427,-0.6235468168056443,0.6300978440220293,1.144090132330374,11.671439715278037,11.30408336928301,16.72738029868825,-2.275050921895761,-1.9799401807353145,-1.0014027347360477,-2.4654334597263015,-6.484825631702369,0.41678200251169556,2.1913011710841124,5.394294661970628,-4.935234787341956,1.6015089456712284,3.0168417670192587,Blues,Cold Shot,"blues, guitar, blues_rock",Stevie Ray Vaughan,0.534,0.698,Joy
9,TRAUJPR128F92CA3AF,90.38771103604807,0.7536554380140188,0.05385154553955774,0.060630275752074435,0.13105907916154538,0.1035477577937249,4.491879190287049,1.0200138661949265,0.23637883981441923,0.04852085485547397,0.13224189444459278,0.27653348188117494,0.4266329896128171,0.5673673307076101,0.6848063902703605,0.7870031340487317,0.8663058567790387,0.9398700763885179,1.0067928775233645,1.062014637082777,1.1225041052436582,1.1774550253838452,1.2424921940320426,1.3062266981441923,1.353075898397864,1.405314246214953,1.4495728992990653,1.4691588283177572,1.4905470032810417,1.4757584248631506,1.407552008471295,1.2951984526435247,1.1477603915220294,0.9692143066488652,0.798879743457944,0.660081640186916,4.5789840872196255,4.451012651678905,204.90083795861148,445.5034773030708,879.56474626502,1587.0507373097464,2.0905289199265686,716.1860006642189,4.251837140754339,1046999.6591335115,4.301604046061415,39.98709762142857,-2.7615079696361815,0.6029202462049399,6.069373305267022,21.077857083841792,-4.671979683950934,8.396296761142857,4.031543612552737,-0.18951504500392516,6.909110394468959,6.545761258926802,0.2822803313751669,-5.308033352678871,-5.366648961297397,6.443302958000435,-0.09643204062318089,-1.9438264796924563,-1.848987614003805,Blues,Mistake,"electronic, alternative, ambient, chillout",Moby,0.7,0.168,Anger
